,asin,helpful,overall,reviewerID,unixReviewTime
1562,1573306932,"[4, 6]",1,A13KFNAMTEJ4F3,1258675200
1563,1573306932,"[7, 12]",2,AHWKOUJTJOGQ0,1007856000
1564,1573306932,"[0, 1]",5,A2VJ80PM1G00QV,1262217600
1565,1573306932,"[2, 4]",5,AI264XUOHCW9O,1178928000
1566,1573306932,"[8, 16]",3,A2V5D8OVOQ5OLD,1084492800
1567,1573306932,"[10, 12]",4,A1RJJ56MBJMX87,1083628800
1568,1573306932,"[0, 0]",4,A20S7XV2JK0UXL,1387843200
1569,1573306932,"[4, 4]",3,A3LKGCBWNFVEJ6,1003104000
1570,1573306932,"[39, 40]",3,AM7PR12D8180Q,963705600
1571,1573306932,"[0, 0]",4,AY72GO0WZY5R4,1083283200
1572,1573306932,"[3, 6]",3,A2PPUMFYX2WVN0,1093824000
1573,1573306932,"[6, 6]",3,A36I5QI57MCF93,1034121600
1574,1573306932,"[0, 0]",3,ADO9KXU664GB1,1003363200
1575,1573306932,"[3, 3]",3,A1NBPUOE3AVMGQ,997920000
1576,1573306932,"[13, 14]",3,A1DGAU3NGINP4S,1133136000
1577,1573306932,"[4, 5]",4,A379FTDQT1NKSN,1103760000
1578,1573306932,"[5, 7]",4,AJYGQV81FSFE2,1124496000
1579,1573306932,"[5, 9]",5,A2I24O9U6LNMKM,1123718400
1580,1573306932,"[0, 2]",3,A1846P4APGPQCU,1053302400
1581,1573306932,"[49, 55]",4,A295P2KZIWUAWI,1085270400
1582,1573306932,"[2, 2]",4,A2ACBKYCO8OZKQ,1122854400
1583,1573306932,"[0, 0]",4,A21D8U2WHZN9EZ,1027555200
1584,1573306983,"[0, 0]",5,A1ABTPOMGOG2AA,1374710400
1585,1573306983,"[4, 4]",5,ATSQHC64IC8JI,1000339200
1586,1573306983,"[1, 1]",5,AKKBLVSS4X699,1289088000
1587,1573306983,"[80, 80]",5,ALR35EFI69S5R,1094083200
1588,1573306983,"[1, 7]",4,A3P1508PZ0UADD,1217980800
1589,1573306983,"[2, 2]",5,A7ZOETMIUD6CW,1236729600
1590,1573306983,"[0, 0]",5,AJF6NFPAW3G3K,1382745600
1591,1573306983,"[3, 3]",5,A27DHFFWMH042Y,1176681600
1592,1573306983,"[0, 0]",5,A2JNRQDR0ZSMMD,1402704000
1593,1573306983,"[2, 2]",5,A1P3BWJZJ49BCR,1173571200
1594,1573306983,"[9, 9]",5,A132I0UT217ION,1140912000
1595,1573306983,"[0, 0]",5,A3IGBWRWNQ8CRW,1377561600
1596,1573306983,"[0, 0]",3,A1JW7JCI80TMZK,1388534400
1597,1573306983,"[2, 2]",5,A2EVRYW5VQPR64,1323820800
1598,1573306983,"[5, 5]",5,A3PWF2AQ5XYALW,1109030400
1599,1573306983,"[1, 1]",5,A3J9LLWHZH15HG,1364515200
1600,1573306983,"[0, 0]",5,A3EBU84GG7HXWB,1402531200
1601,1573306983,"[5, 5]",5,A11WOALMP2KHVT,1124496000
1602,1573306983,"[0, 0]",5,A1ZVMTIRYZQDL4,1176595200
1603,1573306983,"[1, 1]",5,A24KMXL60VCSUK,1360281600
1604,1573306983,"[138, 138]",5,A1I7CAEASOY6Y4,962928000
1605,1573306983,"[21, 22]",5,AX4DLEBHS9XEL,1016755200
1606,1573306983,"[0, 0]",5,A2V0SJ8IF07DPQ,1363996800
1607,1573306983,"[3, 3]",5,A22W7NATMOI2A2,1173398400
1608,1573306983,"[1, 1]",5,ADWUJZ8865J2A,1331251200
1609,1573306983,"[0, 0]",5,A21EFZHVZO1YLU,1374883200
1610,1573306983,"[25, 25]",5,A26JGAM6GZMM4V,1093392000
1611,1573306983,"[0, 0]",5,A1WLBF0XS22YSL,1401494400
1612,1573306983,"[46, 47]",5,A136YD08SCJ2LV,1052265600
1613,1573306983,"[0, 0]",5,A34ROH8NGAIZT7,1403568000
1614,1573306983,"[1, 1]",5,A24WZ6OTFT1JHQ,1355702400
1615,1573306983,"[3, 3]",5,ADQM4H3YPICFF,1145318400
1616,1573306983,"[0, 0]",5,ALM58UH8LUCMN,1281052800
1617,1573306983,"[1, 1]",5,A18VXA5J1UKFO,1325116800
1618,1573306983,"[0, 0]",5,AFWRXJERCSGI0,1364083200
1619,1573306983,"[7, 12]",3,AMIADI90GVNSX,1042934400
1620,1573306983,"[2, 2]",4,A364G1J5EEQURI,1231372800
1621,1573306983,"[3, 5]",5,AP5S08CRT12QA,1099612800
1622,1573623709,"[1, 1]",5,A2D6IGKSOBQ3K9,1022716800
1623,1573623709,"[3, 3]",5,A2QAOT9BURBMRU,986515200
1624,1573623709,"[4, 4]",5,ADDDMUNTHYWVR,1162684800
1625,1573623709,"[1, 2]",5,AYUERG2ZI55MO,1010880000
1626,1573623709,"[5, 6]",5,A20O3JU5CHERDX,1076544000
1627,1573623709,"[16, 24]",5,AILLUWMH7NKKL,1120176000
1628,1573623709,"[11, 13]",5,A2QZAFBSYPC93B,1036108800
1629,1573623709,"[22, 22]",5,A32BEW34PPEAXJ,984441600
1630,1573623709,"[3, 4]",5,A1GCIOKPZKFGWN,1143417600
1631,1573623709,"[2, 4]",5,A3UJCMUVDWWULG,1134518400
1632,1573623709,"[0, 1]",5,A3B08DCVOC1BDI,977443200
1633,1573623709,"[17, 21]",4,A3OC6RABW5T0H,962841600
1634,1573623709,"[0, 0]",4,A1I6YREBCTU4BF,996883200
1635,1573623709,"[1, 3]",5,A330K1NZBFVCO2,1118016000
1636,1573623709,"[1, 1]",5,A3N84FXRLLZPFS,968716800
1637,1573623709,"[2, 2]",4,AXJ8QHOHUU5WQ,977011200
1638,1573623709,"[7, 7]",5,A1VAPHTGKZG2DQ,1088726400
1639,1573623709,"[15, 19]",3,AIU7T98LQ2B68,944611200
1640,1573623709,"[0, 1]",5,AH9I861IDUAUF,1071878400
1641,1573623709,"[1, 1]",5,A1XHQ92HIZKZK2,1017878400
1642,1573623709,"[1, 1]",5,AO4NDNMZ3TMKH,950054400
1643,1573623709,"[0, 1]",4,A1RA5T3MSDDUZ7,1011916800
1644,1573623709,"[0, 1]",5,A55IJURK7SF6P,1003276800
1645,1573623709,"[6, 7]",4,A1ATDXRQ50NSJU,951523200
1646,1573623709,"[1, 3]",5,AJKWF4W7QD4NS,1050364800
1647,1573623709,"[2, 2]",5,AUW3HCCTUOARV,999216000
1648,1573623709,"[2, 2]",5,A1EW4TYN676FDN,1169596800
1649,1573623709,"[10, 10]",1,A23LHYBAB2SXWC,1318377600
1650,1573623709,"[5, 5]",5,A2OUP4NK9ZQ2E5,960681600
1651,1573623709,"[0, 0]",5,A3R6Y0JUQXU1Y0,960422400
1652,1573623709,"[0, 0]",4,A35FMDBNQ2SI52,1180483200
1653,1573623709,"[0, 0]",4,A19X3O1MK9T4GC,1003017600
1654,1573623709,"[0, 0]",5,AXBXU2CUZ4I5J,1069545600
1655,1573623709,"[0, 0]",4,A31NSKGF3K3E52,981849600
1656,1573623709,"[0, 1]",5,A3GVYUS42PSZV1,1002585600
1657,1573623709,"[123, 125]",5,A2FQW9NK34KK2J,946339200
1658,1573623709,"[0, 0]",5,A1MRPX3RM48T2I,1398902400
1659,1573623709,"[0, 2]",5,A9PJSSXTMH189,950313600
1660,1573623806,"[0, 2]",5,A1AGR99AVAFUGM,1179100800
1661,1573623806,"[1, 3]",5,A1C9KCK07D4ZW,1175472000
1662,1573623806,"[3, 5]",3,A3N3VL79DVY59,998006400
1663,1573623806,"[4, 5]",4,A2L167UOLOYOO0,1139702400
1664,1573623806,"[3, 3]",5,A2DQAK115I0NLT,970790400
1665,1573623806,"[4, 5]",3,A172M9D4FZW64S,1045440000
1666,1573623806,"[2, 11]",3,A1CBBIUM8X7KTF,935539200
1667,1573623806,"[7, 9]",5,A1EN20O9LYW6QC,1118188800
1668,1573623806,"[0, 0]",5,A3PZ88WU7RPTP6,1292630400
1669,1573623806,"[0, 0]",5,AXBXU2CUZ4I5J,1069545600
1670,1580770525,"[0, 0]",5,A26XQVOGLVA46M,1395878400
1671,1580770525,"[6, 13]",5,AWP1M1VRZG1TO,1111795200
1672,1580770525,"[0, 1]",4,A1J5TC13BSPA2M,1233619200
1673,1580770525,"[1, 15]",1,A2CHUKTFL2MVE6,1107302400
1674,1580770525,"[2, 4]",5,AHITZVJ210C7Z,1102723200
1675,1580770525,"[3, 8]",4,A3BFJE27AMFSB2,1138233600
1676,1580770525,"[10, 12]",4,AD39QGHGWAOPQ,1098576000
1677,1580770525,"[0, 2]",3,A169ED2694VOBB,1150329600
1678,1580770525,"[1, 2]",3,A1DUIWDZCNJIHA,995155200
1679,1580770525,"[1, 5]",3,AYYOPF6RG019D,1111622400
1680,1587590719,"[11, 12]",5,A3UPP4XO77MO4H,1056153600
1681,1587590719,"[27, 27]",5,A30J70Y1ORW6TA,1137542400
1682,1587590719,"[0, 0]",5,A1K5VIGXZBX9G4,1363996800
1683,1587590719,"[0, 0]",5,A1UPV379XZ7XG4,1309564800
1684,1587590719,"[0, 0]",5,A25KKXUQQ0OLWB,1239926400
1685,1587590719,"[18, 20]",5,A1WG7Y54GQN946,1057017600
1686,1587590719,"[0, 0]",5,A1878O39ZKG24F,1373328000
1687,1587590719,"[0, 0]",5,A2P3NY3X3M6BOS,1265500800
1688,1591795486,"[46, 46]",5,A1K9KNLTSJF7Q9,1182384000
1689,1591795486,"[0, 0]",5,A15O9JCHP95EQ9,1395360000
1690,1591795486,"[3, 3]",5,A3IE0P2JMWW0H7,1320364800
1691,1591795486,"[0, 0]",3,A2HOZLW9A7ZUOG,1388534400
1692,1591795486,"[13, 22]",2,AFE0AGQT50MBJ,1205280000
1693,1591795486,"[0, 0]",5,A3JT740HH2KWGA,1366156800
1694,1591795486,"[0, 0]",5,A2KDLKDX6J5HXL,1401148800
1695,1591795540,"[3, 4]",3,A2IOHW8Q96WD6I,1197417600
1696,1591795540,"[0, 0]",5,A3JV09RO1L0NFX,1388361600
1697,1591795540,"[5, 22]",1,A25LXCDXJR5UNP,1197590400
1698,1591795540,"[28, 31]",5,A1J6788AD55AW5,1179100800
1699,1591795540,"[10, 23]",2,A14C6XSHIF0MH9,1182211200
1700,1591795540,"[6, 6]",5,AJWORT7JAL4GB,1299369600
1701,159856126X,"[15, 15]",5,A30JFEZEVKQ7ZN,1285977600
1702,159856126X,"[2, 2]",5,A36VIFB2JXRCVR,1353283200
1703,159856126X,"[1, 1]",5,A320Y7T1VJE1Y,1343779200
1704,159856126X,"[11, 11]",5,AY3XPKRAMKKY7,1263686400
1705,159856126X,"[1, 1]",5,A1XDN8H4MZK2TT,1356566400
1706,159856126X,"[5, 5]",5,A10NQJN6WDI35,1275696000
1707,159856126X,"[2, 2]",4,A2AIMXT9PLAM12,1355529600
1708,159856126X,"[36, 36]",5,AM2AARPDOO2HX,1198800000
1709,1858703883,"[3, 5]",3,ASLWO1UK79PE3,1308268800
1710,1858703883,"[0, 0]",5,A15J0LH5EQJHL8,1310169600
1711,1858703883,"[2, 2]",5,A3P8XQLVYVQ6ZA,1308528000
1712,1858703883,"[5, 11]",3,A3AL8GQ69QE7WN,1308268800
1713,1858703883,"[6, 6]",5,A14PS7BDSYKG9U,1308096000
1714,1858703883,"[12, 12]",5,A256JOUD8X0J7R,1308009600
1715,1858703883,"[2, 2]",5,A2SP25LCGYT07G,1308614400
1716,1858703883,"[3, 5]",2,A2EW0I9JZ1C45U,1309737600
1717,1858703883,"[0, 0]",1,A307GRSUVB6WYD,1398384000
1718,1858704553,"[1, 2]",5,AONU5HFPY0JC5,1325462400
1719,1858704553,"[3, 3]",4,AJYILFULOQ3CX,1322438400
1720,1858704553,"[0, 1]",3,AJDG9Z655L1HR,1317686400
1721,1858704553,"[1, 2]",5,A37F1ID4CZBCDZ,1317168000
1722,1858704553,"[0, 0]",3,A3GTJC3P75REA0,1360108800
1723,1858704553,"[1, 1]",5,A1DZ2JLERIHGNP,1317772800
1724,1858704553,"[64, 69]",5,AJJPTXZ3R23S1,1317081600
1725,1858704553,"[1, 1]",5,A1EYSN1T55SV7U,1342310400
1726,1858704553,"[0, 1]",3,A1TDPWNGX9OE6O,1360195200
1727,1858704553,"[4, 4]",5,A2II09GQGWOMTQ,1328054400
1728,1858704553,"[1, 1]",4,A1YG9TB69OT00R,1317340800
1729,1858704553,"[1, 1]",4,AKZI5ZTODZ1DC,1326326400
1730,1858704553,"[4, 8]",5,A354L376KG91US,1328745600
1731,1858704553,"[1, 2]",5,A18XUFBAVGK3D4,1325894400
1732,1858704553,"[0, 0]",3,AHUB68GCDA8LI,1392508800
1733,1858704553,"[0, 0]",5,A1KZY0XRE38PRC,1372291200
1734,1858704553,"[0, 0]",4,A1MSH5TUF0PAJ6,1319414400
1735,1858704553,"[3, 4]",4,AC0Z6U9OWFRT0,1317081600
1736,1858704553,"[1, 5]",1,A3347V0SDFHQBA,1332201600
1737,1858704553,"[2, 7]",3,A3KZ88SYUJY024,1317168000
1738,1858704553,"[3, 7]",2,A20DZX38KRBIT8,1330905600
1739,1858704553,"[9, 28]",1,A3TVWX1VDQRGED,1317600000
1740,1858704553,"[0, 0]",5,API8LHQI6HWKX,1317945600
1741,1858704553,"[6, 8]",5,A3GLNMCZO8VQ9I,1317081600
1742,1858704553,"[3, 3]",4,ALXY6VD5IUSTK,1318204800
1743,1858704553,"[8, 31]",1,A1VVDTY2NAN693,1317340800
1744,1858704553,"[6, 6]",5,ADXP05MY5KQC7,1328918400
1745,1858704553,"[1, 1]",5,A11ZW62AAM10NU,1318636800
1746,1858704553,"[0, 0]",5,A3SY3K6H7MG72X,1374451200
1747,1858704553,"[10, 22]",1,A2XJ8MT77VGZR1,1317600000
1748,1858704553,"[2, 2]",5,AXB9SZ5NONHY5,1317600000
1749,1858704553,"[5, 12]",1,A2T2WU4ZDDTYDR,1330560000
1750,1858704553,"[0, 0]",4,A1GR1WW5YOGBKR,1390089600
1751,1858704553,"[2, 2]",4,A3P7MAJUH5HS6W,1317427200
1752,1858704553,"[1, 1]",5,A1SHIUVOIHSZJO,1386115200
1753,1858704553,"[8, 11]",5,A26XVLPGC85CTD,1317081600
1754,1858704553,"[0, 0]",3,A3BCY29D2OF39G,1318896000
1755,1858704553,"[0, 0]",4,A3GCRWJ7A6ZGEU,1324857600
1756,1858704553,"[3, 6]",4,A1Z4CXHQRRLZZ4,1317081600
1757,1858704553,"[4, 9]",2,A1ARIIDS0IPYLC,1317168000
1758,1858704553,"[2, 2]",4,A2W5F8CRQWDW4,1325635200
1759,1858704553,"[0, 1]",3,A2IAGY8W5ADC46,1384992000
1760,1858704553,"[2, 2]",5,A1EKJB0IBBV071,1323475200
1761,1858704553,"[0, 0]",5,A2HKMWGKP3SAVL,1317340800
1762,1858704553,"[3, 3]",5,A38XPAR0VKKQ27,1322265600
1763,1858704553,"[1, 1]",5,A38BYSZ2JIBHB1,1317600000
1764,1858704553,"[0, 0]",4,A1DHO28IKRHYKA,1317168000
1765,1858704553,"[1, 1]",5,A1G2T0T5COZOC0,1317772800
1766,1858704553,"[1, 2]",5,A22O1JWU436O7D,1353542400
1767,1858704553,"[8, 14]",3,AF65C8QK9NNXP,1317081600
1768,1858704553,"[0, 0]",5,A1W5ZN1HAU4PKL,1318032000
1769,1858704553,"[3, 5]",5,A1Z5LJ7OYPUBSK,1317168000
1770,1858704553,"[1, 1]",5,A3RB8IBK1GSM43,1330041600
1771,1858704553,"[0, 1]",4,A13N40YR6UZFRW,1320537600
1772,1858704553,"[1, 2]",4,A3ID3UGQE3O2Q,1317254400
1773,1858704553,"[1, 1]",5,A2055K2B35OFOX,1317254400
1774,1858704553,"[1, 1]",5,A3DLT0JJCVSMVV,1317340800
1775,1858704553,"[1, 2]",5,A1OCR1T3EKGTMJ,1326067200
1776,1858704553,"[3, 4]",5,AG9L45NEI9OCU,1317254400
1777,1858704553,"[1, 2]",3,A142QD30AFXQFS,1320883200
1778,1858704553,"[2, 2]",5,A3V0PLW96K97X8,1322438400
1779,1858704553,"[4, 11]",2,AVCM1YMYS7VIT,1318982400
1780,1858704553,"[2, 2]",4,A23RVDVXWAGF8D,1317081600
1781,1858704553,"[2, 2]",4,AXWF3P7EMY7XW,1322265600
1782,1858704553,"[3, 3]",5,A2FVXBBWQZY6CK,1317340800
1783,1858704553,"[0, 0]",3,A1JYB4LRNF9U11,1374624000
1784,1858704553,"[9, 21]",1,A1YCK9VVFC0RBC,1318550400
1785,1858704553,"[1, 1]",5,A3H8NCA4UJZUPF,1320883200
1786,1858704553,"[1, 1]",4,AKGF27HN0OF19,1357776000
1787,1858704553,"[3, 3]",5,A1OML05BTJBEKS,1328572800
1788,1858704553,"[2, 2]",4,A3EK4NMWJ0U0FJ,1317427200
1789,1858704553,"[5, 5]",5,A3464G00K8ZYD1,1317600000
1790,1858704553,"[1, 14]",1,A3BWBYE5U9T2ZT,1329091200
1791,1858704553,"[1, 1]",5,A33CKO3B7NZFGP,1320883200
1792,1858704553,"[1, 1]",5,A1KTINSMV29UA0,1318550400
1793,1858704553,"[1, 1]",5,A3NT3I63Y8424S,1320364800
1794,1858704553,"[0, 0]",5,A2L815MNUJJBTH,1318032000
1795,1858704553,"[3, 8]",2,A1UVL6BJ45K6L9,1317340800
1796,1858704553,"[0, 0]",5,A373JURJV8AA10,1372550400
1797,1858704553,"[0, 0]",4,ALC523RT56SKY,1353888000
1798,1858704553,"[1, 1]",4,A3W01AQ1QVB9PM,1327449600
1799,1858704553,"[1, 1]",5,A2MU9MPDC1O0KP,1339804800
1800,1858704553,"[0, 0]",4,A1YVG9VZRUZZEK,1389657600
1801,1858704553,"[8, 14]",2,A3HXVPWDL1X4LT,1317427200
1802,1858704553,"[0, 1]",3,A3BEA1RQ807GZ2,1354233600
1803,1858705223,"[0, 0]",5,A1HDK51A6YISHZ,1365552000
1804,1858705223,"[2, 2]",5,A1PN1R385J3NP,1338336000
1805,1858705223,"[0, 0]",5,A3EFQNLPCV5XNV,1367366400
1806,1858705223,"[0, 1]",3,A2Q6I6S0NFY00Q,1354147200
1807,1858705223,"[0, 0]",5,A2HGQZFTTCNKCU,1358121600
1808,1858705223,"[0, 0]",5,A3FHAI9MLBI794,1356220800
1809,1858705223,"[0, 0]",4,A1VFMWYS6WBGT3,1381881600
1810,1858705223,"[0, 0]",5,A14YWSO7DF1GWT,1369440000
1811,1858705223,"[3, 4]",5,A2BJAET1P9QUGZ,1338681600
1812,1858705223,"[0, 0]",4,A3Q7NRV8OKSYOT,1383177600
1813,1858705223,"[0, 0]",4,AA690CUFHBCIR,1343606400
1814,1858705223,"[0, 0]",5,A3KS6XNI6OXY2T,1340150400
1815,1858705223,"[0, 10]",4,A2G63XK1BCNJP0,1337990400
1816,1858705223,"[4, 12]",3,A3KZ88SYUJY024,1337990400
1817,1858705223,"[29, 39]",5,A2FWZ58M6IQMD7,1337731200
1818,1858705223,"[0, 1]",5,A3RJ3MXRWY2XL7,1342396800
1819,1858705223,"[3, 17]",3,A3CDLMTLX9QW04,1338163200
1820,1858705223,"[0, 0]",5,A35GNQK1DC7WXU,1385683200
1821,1858705223,"[0, 0]",5,A3SY3K6H7MG72X,1374451200
1822,1858705223,"[1, 1]",5,AVSMRPI23DQI2,1344988800
1823,1858705223,"[4, 14]",1,A2YL73JVQEKW4E,1345852800
1824,1858705223,"[0, 0]",5,A1ZRZGQFG6OI8U,1360195200
1825,1858705223,"[3, 13]",1,A5N992ESD6UHW,1343088000
1826,1858705223,"[0, 0]",5,A3K1YUTV7GY1QS,1343865600
1827,1858705223,"[0, 0]",5,A2691WDOHD8EYI,1380758400
1828,1858705223,"[1, 9]",5,A3LZBOBV9H1HDV,1337644800
1829,1858705223,"[1, 1]",4,A3AP0OZLZSON01,1361232000
1830,1858705223,"[4, 5]",3,A2SUO94R6S98MT,1341187200
1831,1858705223,"[4, 7]",5,A2W1ZMRKEN5MGY,1337644800
1832,1858705223,"[0, 0]",5,A1DHO28IKRHYKA,1350518400
1833,1858705223,"[2, 2]",5,A2EWUBAKGPIR53,1337817600
1834,1858705223,"[3, 5]",4,AF65C8QK9NNXP,1337644800
1835,1858705223,"[0, 0]",4,A1ED26X41ESKQC,1356652800
1836,1858705223,"[0, 0]",3,A6XKIJ9NVEJX1,1356739200
1837,1858705223,"[12, 15]",5,A25P2L8JN90Z72,1337644800
1838,1858705223,"[0, 0]",5,A1M9WSTQ1M7IGX,1380585600
1839,1858705223,"[0, 0]",5,A1NY71DI2EIUTP,1390608000
1840,1858705223,"[0, 0]",5,A36L3NRW858ROT,1356480000
1841,1858705223,"[0, 0]",4,A23LHYBAB2SXWC,1340323200
1842,1858705223,"[0, 0]",4,A3H7087YTQO9PO,1351814400
1843,1858705223,"[6, 7]",5,A3ID3UGQE3O2Q,1337990400
1844,1858705223,"[0, 0]",5,A15VFMU0WO8ED2,1348185600
1845,1858705223,"[0, 0]",4,ADFR0SMWK9YX7,1338940800
1846,1858705223,"[6, 10]",4,A1N5FSCYN4796F,1337644800
1847,1858705223,"[1, 1]",4,A31K5W6NWK68OA,1361577600
1848,1858705223,"[4, 4]",5,AIEKMVNA4SBVA,1338422400
1849,1858705223,"[0, 0]",3,A2TSHD7SWDGS58,1375747200
1850,1858705223,"[0, 0]",4,A1PKBKULWEU872,1343779200
1851,1858705223,"[1, 1]",3,A2RTBY8CBYM3U9,1359590400
1852,1858705223,"[0, 0]",4,AKGF27HN0OF19,1339977600
1853,1858705223,"[0, 0]",5,A26533IAFWR68U,1368403200
1854,1858705223,"[6, 22]",1,A2SXQY5877MX9C,1338336000
1855,1858705223,"[0, 0]",4,A2U80IPZXN5V1U,1339891200
1856,1858705223,"[0, 0]",3,A1YZGR71D3JXE9,1358121600
1857,1858705223,"[1, 1]",4,A3MXHS05S62JTB,1361318400
1858,1858705223,"[4, 5]",4,A2L4AN1W0X4V4I,1338595200
1859,1858705223,"[0, 0]",3,A15U1UFQ5NY0WC,1376956800
1860,1858705223,"[7, 21]",1,A1KSAGEJ6RJIO5,1340236800
1861,1858705223,"[8, 27]",2,A3Q4XAQXKKV6V,1337904000
1862,1858705223,"[1, 1]",5,A3W01AQ1QVB9PM,1350604800
1863,1858705223,"[0, 0]",5,A33O9UQQ8XZBQ9,1337817600
1864,1858705223,"[2, 2]",4,A2Q03KEBEXUEWJ,1349049600
1865,1858705231,"[2, 5]",4,AJ8CBMFSPRKQU,1349481600
1866,1858705231,"[1, 2]",4,AEADCYILHSB3D,1385078400
1867,1858705231,"[3, 7]",5,A13J2JIW4AHHRY,1339632000
1868,1858705231,"[5, 6]",5,A38T0YN4VC4ZIE,1339459200
1869,1858705231,"[2, 2]",5,AZSN1TO0JI87B,1339545600
1870,1858705231,"[5, 7]",5,A28WI6XVNPOHDR,1343433600
1871,1858705231,"[8, 8]",5,AIDB9HCHBZ6BJ,1348963200
1872,1858705231,"[3, 3]",5,A1RY9HKR1JE9QS,1345680000
1873,1858705231,"[3, 3]",5,A3VD4PLV020VVT,1340668800
1874,1858705231,"[1, 1]",5,ACU22OOTCPJDF,1397692800
1875,1858705231,"[1, 7]",3,AAK5PPVQ38V00,1374969600
1876,1858705231,"[2, 2]",5,A2YPC9AB2E8RE4,1339459200
1877,1858705231,"[17, 22]",3,AP7UEUF6W98AW,1339977600
1878,1858705231,"[10, 12]",5,AFYYHRPSFBLWS,1340064000
1879,1858705231,"[3, 3]",4,A1IC6PLR6ENWXP,1354233600
1880,1858705231,"[4, 4]",4,ASVNSWIXBV72Q,1369699200
1881,1858705231,"[0, 2]",4,ABTDDWKK8ZJQ0,1399766400
1882,1858705231,"[7, 8]",5,A2MML7PH9ZEBAL,1347494400
1883,1858705231,"[7, 11]",5,A1URYPVG5DLLZZ,1339459200
1884,1858705231,"[3, 3]",5,AZUQUK8CFA3VU,1346976000
1885,1858705231,"[5, 5]",5,A18RTYIZU6CEE7,1357257600
1886,1858705231,"[1, 1]",4,A3P974GJZFHS8D,1376006400
1887,1858705231,"[4, 4]",5,A2OALUDJYUHQ2J,1339459200
1888,1858705231,"[4, 5]",5,A1S1A51KSFCEC5,1340496000
1889,1858705231,"[4, 5]",4,A1VEYSMWIPEA5Y,1339545600
1890,1858705231,"[6, 6]",5,A2ZYJ3CA547XGK,1351468800
1891,1858705231,"[1, 1]",5,A1RD9KK99TLO6Z,1363737600
1892,1858705231,"[5, 6]",5,A2TTSPL7S0POA8,1341532800
1893,1858705231,"[1, 1]",5,A2ZPZE3I9VHVA7,1403913600
1894,1858705231,"[2, 2]",5,A2YQA5QD644EG2,1360368000
1895,1858705231,"[3, 3]",5,A1KVNOQ6N9V4JH,1353801600
1896,1858705231,"[2, 2]",5,A20IEFH7VS17GB,1349654400
1897,1858705231,"[0, 0]",5,A19MQXMGUZBAAP,1372291200
1898,1858705231,"[2, 3]",5,A3OLN8NOC4NU7K,1339459200
1899,1858705231,"[4, 7]",5,A34A0JT23ZP9SW,1340496000
1900,1858705231,"[11, 13]",5,A2N7GLAYJ855DN,1339459200
1901,1858705231,"[1, 1]",5,A1GKMG6EL677EJ,1377388800
1902,1858705231,"[4, 6]",5,A1D12UYQ5DK2O3,1343779200
1903,1858705231,"[0, 0]",5,A1MG24XW8VP15V,1359676800
1904,1858705231,"[1, 1]",5,A15Q9270KHKJX9,1368576000
1905,1858705231,"[8, 28]",1,A3PMTJINSEKQUJ,1346976000
1906,1858705231,"[2, 32]",1,AAMDUSUMAW394,1351296000
1907,1858705231,"[5, 5]",5,A1UKRWBH4T4KF,1355270400
1908,1858705231,"[1, 2]",5,A1UBTK74HRCW4K,1385164800
1909,1858705231,"[4, 7]",4,A1OB5L3WMHJAD9,1346198400
1910,1858705231,"[5, 5]",5,A2I60N7KS8IDZ2,1342137600
1911,1858705231,"[4, 4]",5,AR63L4U4KC39P,1341705600
1912,1858705231,"[4, 5]",5,A7EJERNB7IK3Z,1339632000
1913,1858705231,"[2, 5]",5,AUR93XQ869V8H,1339459200
1914,1858705231,"[2, 2]",4,AM9W5W913817Z,1346371200
1915,1858705231,"[6, 7]",5,A37ISX32ZH74J7,1339459200
1916,1858705231,"[7, 21]",3,AFHYN2QOY26QC,1339545600
1917,1858705231,"[9, 35]",2,A2G63XK1BCNJP0,1339545600
1918,1858705231,"[6, 6]",5,A2NVQM5H3RS1SL,1339459200
1919,1858705231,"[7, 17]",3,A1YCDZ4K4G0CN3,1339718400
1920,1858705231,"[0, 0]",5,A1B26TNQEWHQ4K,1384300800
1921,1858705231,"[6, 6]",5,A1LJ50PBO3YGTN,1347235200
1922,1858705231,"[1, 2]",3,A2YJGFY0ESI5V9,1359158400
1923,1858705231,"[3, 4]",5,A3Q7Z182N9FHK3,1340409600
1924,1858705231,"[6, 6]",5,A3PZ6WNIJMT2Y6,1340755200
1925,1858705231,"[10, 14]",5,A180QCH7939OS1,1339459200
1926,1858705231,"[4, 6]",4,A470Q5CNQZ10O,1339545600
1927,1858705231,"[3, 4]",5,A2TQV5S2MIUJ0R,1343865600
1928,1858705231,"[2, 2]",5,A3SV1E11320VOB,1363478400
1929,1858705231,"[2, 2]",5,AF37J5DDHRB3L,1377907200
1930,1858705231,"[2, 2]",3,AJNY6QYZAX3KJ,1360886400
1931,1858705231,"[2, 5]",4,A2DB8NW16WS538,1356220800
1932,1858705231,"[1, 4]",3,A1EAFFJQ2NDHGC,1356393600
1933,1858705231,"[0, 0]",5,AHF937P7K7QV,1392163200
1934,1858705231,"[3, 4]",5,A3H8PIUENOV3AI,1346198400
1935,1858705231,"[3, 3]",5,A1GXBMUTVHWHJL,1339545600
1936,1858705231,"[1, 1]",4,A9DWYYJV82GW6,1355529600
1937,1858705231,"[5, 5]",5,A1K6U1XA0RC7QR,1344816000
1938,1858705231,"[2, 2]",5,A2R9CA3YT1WUNV,1339459200
1939,1858705231,"[2, 3]",5,A36KP6KBIR04A6,1346889600
